item,sum_sale_liters,sum_sale_dollars
STROH 160 RUM,54.0,1992.0
MOTHERS SCHNAPPS PEPPERMINT,54.0,486.0
KAUAI SPICE HAWAIIAN RUM,54.0,2579.04
ONE CUCUMBER VODKA,54.0,1941.0
PLANTATION RHUM GRAND RESERVE 5 YEAR,54.0,1350.0
ITALIAN BRANDY,53.35,3189.2
CRAIGELLACHIE,52.95,6382.95
BOOTH'S LONDON DRY GIN - DNO,52.5,534.6
FIVE STAR PIRATE SWORD,52.125,3928.14
DRY FLY GIN,51.75,1841.13
CERISES ROGUE(CHERRY LIQUEUR),51.2,2818.56
HIRAM WALKER BLUE CURACAO,51.0,373.32
BELLES ORGANICS SOUTHERN BELLE,51.0,676.26
TWO CASKS- CAOL IIA & SPEYBURN SHERRY,50.55,4847.76
TAKOVO VILJAMOVKA WILLIAMS PEAR BRANDY,50.25,1758.75
GLENROTHES 1998,50.25,4016.8
JOHNNIE WALKER RED SCOTCH S,50.2,1958.0
SEAGRAM BLUE BEAST GIN & JUICE,50.1,470.4
CASA NOBLE CRYSTAL(BLANCO),49.5,2014.5
OLD FITZGERALD 12YR VERY SPECIAL(DNO),49.5,1898.16
DEL MAGUEY VIDA MEZCAL,49.5,1836.0
HANGAR ONE SPICED PEAR VODKA,49.5,1483.02
HIRAM WALKER CHERRY BRANDY 3PAK,49.5,433.62
MIDNIGHT MOON PEACH,49.5,1138.5
HANGAR ONE CHIPOTLE VODKA,49.5,1483.02
GLENMORANGIE TUSAIL HA,49.5,4949.34
BLUECOAT AMERICAN DRY GIN,49.5,1534.5
LA COLLECTION FISH,49.5,3730.32
SCAPA SKIREN,48.75,5847.4
EL MAYOR 50ML TRIAL PACK,48.45,2310.75
YAHARA BAY BARRELL MELLOWED GIN,48.45,2630.22
ABSOLUT VODKA GLIMMER,48.0,1045.12
SAM HOUSTON AMERICAN STRAIGHT WHISKEY,48.0,1356.0
ARROW CREME DE STRAWBERRY,48.0,444.96
MR. BOSTON FIVE STAR BRANDY,48.0,403.68
ELDERFLOWER LIQUEUR,48.0,2656.02
RUMPLE MINZE PEPPERMNT SCHNAPPS,48.0,1238.4
PADDY'S IRISH WHISKEY,48.0,1227.84
BUCHANAN 12YR SCOTCH,48.0,1701.0
BOLS TRIPLE SEC 30,48.0,325.92
BLACK CURRANT LIQUEUR CREME DE CASSIS,47.45,3074.64
DEEP EDDY RUBY RED W 2 TIN CUPS,47.25,850.5
BLACK & WHITE SCOTCH,46.5,804.0
PARADISE ISLAND BAY,45.75,1308.45
GLEN GARIOCH,45.4,5467.94
ROTHMAN & WINTER ORCHARD APRICOT LIQUEUR,45.0,1117.8
BELUGA NOBLE VODKA,45.0,1679.4
AUCHENTOSHAN 18YR HA,45.0,6141.0
RUSSIAN STANDARD GOLD VODKA,45.0,1587.36
ARDBEG GALILEO,45.0,4509.0
RONDIAZ VANILLA RUM,45.0,509.4
WOODFORD RESERVE MC 1838 WHITE CORN,45.0,4477.8
CABRITO BLANCO TEQUILA,45.0,988.2
WILLETT FAMILY ESTATE SINGLE BARREL RYE HA,45.0,2122.2
360 BING CHERRY VODKA,45.0,630.0
SON OF BOURYE,45.0,2369.1
WISER'S 18 YEAR OLD,45.0,3221.4
BERENTZEN PEAR LIQUEUR,45.0,868.8
SKYY INFUSIONS GRAPE,45.0,901.2
BISTRA SLIVOVITZ PLUM BRANDY,45.0,1207.8
PINNACLE MANGO,45.0,709.2
SEAGRAM LIME TWISTED GIN,45.0,572.4
SEAGRAM'S TWISTED PINEAPPLE GIN,45.0,610.8
ABERLOUR A'BUNADH 10 YEAR,45.0,3140.4
BOSTON PEPPERMINT SCHNAPPS,45.0,264.6
TULLAMORE DEW 12YR IRISH WHISKEY,45.0,2131.14
TULLAMORE DEW PHOENIX HA,45.0,2670.6
TEQUILA ROSE VALENTINE 2013 GIFT SET,45.0,904.2
PHILLIPS BUTTERSCOTCH SCHNAPPS,45.0,360.0
DON Q PASSION,45.0,577.2
MATTINGLY & MOORE BOURBON,45.0,329.4
METAXA FIVE STAR LIQUEUR,45.0,1083.36
ONE BASIL VODKA,45.0,1618.5
GLENMORANGIE COMPANTA HA,45.0,4499.4
COCKSPUR FINE RUM,45.0,840.0
KAVALAN CONCERTMASTER,45.0,4590.0
PALO VIEJO WHITE,45.0,450.0
COLONIAL CLUB BLACKBERRY & BRANDY,45.0,314.64
PATRON XO CAFE DARK COCOA,45.0,1305.0
DEKUYPER CREME DE CACAO DARK,45.0,456.84
CORZO ANEJO TEQUILA,45.0,2787.6
HOPHEAD HOPPED VODKA,45.0,1650.0
DEKUYPER SEX ON THE BEACH,45.0,547.8
MARGARITAVILLE LAST MANGO,45.0,657.12
COURVOISIER VSOP W 2 GLASSES,45.0,1842.6
CLUB GIN MARTINI,45.0,311.4
DR MCGILLICUDDY'S BUTTERSCOTCH,45.0,779.4
BOWMORE SCOTCH,44.35,9674.6
CALLE AZUL DE AGAVE ANEJO,44.25,885.0
ROKK VODKA,43.75,398.99
JOHNNIE WALKER COLLECTION PACK,43.2,4859.46
RON MATUSALEM CLASICO RUM,42.75,914.28
BERNHEIM WHEAT WHISKEY DNO,42.75,1973.34
SASSY GIRL,42.75,982.68
BERENTZEN BUSHEL & BARREL,42.75,940.5
CHIVAS REGAL 12YR SCOTCH S,42.21,1675.8
MT GAY ECLIPSE RUM,42.0,611.52
ARTISAN GRAIN SILVER RUM,42.0,868.56
JIM BEAM DISTILLER'S MASTERPIECE HA,42.0,8818.32
APPLETON ESTATE SIGNATURE BLEND,42.0,612.0
BURNETTS APPLEBERRY,42.0,425.04
KAHLUA RTD RASPBERRY WHITE RUSSIAN,42.0,268.56
TANQUERAY RANGPUR,42.0,900.0
CROWN ROYAL SPEC RESERVE,42.0,1440.0
MIDLETON BARRY CROCKETT LEGACY HA,42.0,10499.44
PATRON ANEJO & XO CAFE W 2 SHOT GLASSES,41.25,3810.4
HENNESSY VSOP W SNIFTERS,41.25,2474.45
KAHLUA MIDNIGHT W SHOT GLASS,41.25,1071.95
BUNNAHABHAIN SING MALT SCOTCH,40.5,2961.72
TAMDHU 10YR,40.5,2672.04
BERENTZEN PEAR,40.5,847.62
HANCOCK RESERVE BOURBON,40.5,2365.2
LANDY VSOP,40.5,1601.82
STRANAHAN'S COLORADO WHISKEY,40.5,2349.0
BIRD DOG CHOCOLATE,40.5,810.0
SALIZA AMARETTO,40.5,1453.68
DON JULIO REAL,40.5,15142.14
MIDNIGHT MOON CINNAMON,40.5,891.0
HIGHLAND PARK 18YR SING MALT SCOTCH HA,40.5,5427.9
ANCHCO REYES,40.5,1431.54
CASAMIGOS ANEJO,40.5,2616.3
DISTILLERS GIN NO. 6,40.5,1755.54
BALVENIE 14YR CARIBBEAN CASK,40.5,2632.5
BIRD DOG HOT CINNAMON FLAVORED WHISKEY,40.5,810.0
EL DORADO SPECIAL RESERVE RUM,40.5,1885.14
VOLI,40.5,1036.26
EFFEN RASPBERRY VANILLA VODKA,40.5,1072.98
GREAT GLEN 8 YR,40.05,2906.64
GLENGOYNE,40.0,3763.12
ENGLISH HARBOUR RUM 5YR,39.75,2138.28
LOT 40,39.75,2384.47
BURNETT'S COCONUT VODKA,39.0,342.96
E & J APPLE BRANDY,39.0,468.0
MYSAMBUCA,38.25,1253.07
REDBREAST 21YR HA,38.25,10911.99
OLD BARREL,38.25,1248.25
INDIAN SUMMER,38.25,1212.78
BELLES ORGANICS GEORGIA BELLE,38.0,503.88
BRAEVAL,37.5,4379.64
TAKOVO DUNJA QUINCE BRANDY,37.5,1125.0
ROKK RASPBERRY VODKA,37.5,516.16
MARTELL VS COGNAC,37.5,1043.88
GLEN ORD,36.8,3981.76
BARENJAGER HONEY AND BOURBON,36.75,1096.62
GEORGE T STAGG BOURBON HA,36.75,2794.68
LONGMORN 16YR SCOTCH,36.75,3307.01
TAKOVO KAJSIJA APRICOT BRANDY,36.75,1102.5
IRISH PEATED SINGLE MALT WHISKEY,36.5,4603.86
CAOL ILA 15YR,36.05,6118.87
ROGUE DARK RUM,36.0,1383.36
TANTEO JALAPENO,36.0,1423.68
SEAGRAM'S PINEAPPLE TWISTED GIN,36.0,431.52
MODEST VODKA,36.0,3042.0
CUTTY SARK,36.0,703.8
BURNETT'S APPLEBERRY FLAVORED VODKA,36.0,310.68
HAYMANS OLD TOM GIN,36.0,990.24
FIVE STAR PEGASUS,36.0,2712.96
MOHAWK EX SHARP GINGER BRANDY,36.0,302.4
CRUZAN ORANGE RUM,36.0,509.76
HEAVEN HILL BOTTLED IN BOND,36.0,572.64
ARROW BLACKRASPBERRY LIQUEUR,36.0,355.32
BARTENDERS STRAWBERRY TEQUILA,36.0,278.4
IRISH MIST WHISKEY,36.0,1044.0
ART IN THE AGE RHUBARB,36.0,1260.0
CRUZAN DIAMOND DARK,36.0,755.52
FINLANDIA CRANBERRY VODKA,36.0,747.36
PRICHARD'S DOUBLE CHOCOLATE BOURBON,36.0,2245.92
BRUICHLADDICH SCOTTISH BARLEY,36.0,741.96
ARROW BLACK RASPBERRY LIQUEUR,36.0,361.44
REMY MARTIN VSOP .ML,36.0,2581.2
JEREMIAH SWEET TEA BOURBON,36.0,463.08
VELVET FALERNUM,36.0,652.92
STOLICHNAYA GALA APPLIK VODKA,36.0,911.28
PLYMOUTH NAVY STRENGTH GIN,36.0,1439.52
HUDSON SINGLE MALT,36.0,3480.96
STAWSKI POTATO VODKA,36.0,996.0
BOLS ROOTBEER SCHNAPPS,36.0,263.64
ROTHMAN & WINTER ORCHARD PEACH,36.0,894.24
CORRALEJO BLANCO TEQUILA,36.0,900.0
AMARETTO GOZIO,36.0,835.2
BOLS GENEVER BARREL AGED,36.0,1057.86
BOLS BLACK RASPBERRY LIQUEUR,36.0,460.32
TEQUILA TAPATION REPOSADO,36.0,1267.68
RONDIAZ DIAZ LEMON RUM,36.0,328.32
NO. 3 LONDON DRY GIN,36.0,1752.0
ESPOLON TEQUILA REPOSADO,36.0,940.02
ALIZE ROSE,36.0,873.6
CHAMUCOS TEQUILA,36.0,1860.0
LORD CALVERT CANADIAN WHISKEY,36.0,360.0
JACQUIN'S CHERRY BRANDY,36.0,356.64
BLACKMAKER ROOTBEER,36.0,665.4
EL CONQUISTADOR ANEJO TEQUILA,36.0,1602.72
FRIS CHERRY VODKA,36.0,369.6
PIKE STREET,36.0,1776.48
PIG'S NOSE SCOTCH,36.0,1146.24
URSUS VODKA,36.0,393.56
LAWLESS,36.0,1200.48
JACK DANIEL'S SINGLE BARREL BARREL,36.0,2338.56
WHALER'S SPICED RUM,36.0,534.24
ROTHMAN & WINTER ORCHARD PEAR,36.0,894.24
SMIRNOFF CINNAMON CHURROS,36.0,594.24
PATRON GRAN BURDEOS,36.0,17640.0
BELLES ORGANICS BERI BELLE,36.0,477.36
DR. MCGILLICUDDY'S BLACK LICORICE,36.0,618.12
KOVAL BOURBON,36.0,1944.0
BURNETT'S STRAWBERRY FLAVORED VODKA,36.0,310.68
ANCNOC 12YR,36.0,1521.48
PINNACLE W SHAKER HA,36.0,529.44
NAKED JAY BIG DILL VODKA,36.0,559.68
OLD EZRA 7YR STR BOURBON,36.0,519.84
CALICO JACK PINEAPPLE COCONUT RUM,36.0,406.32
JUMBIE LIQUEUR,36.0,1033.92
TRADER VIC'S KAHANA BAY DARK RUM,36.0,324.0
LAPHROAIG 25YR CASK STRENGTH HA,35.25,18503.43
PINNACLE POMEGRANATE VODKA,35.25,520.29
5 YEAR IRISH SINGLE GRAIN,34.7,2518.11
HENNESSY PARADIS HA,34.5,26244.8
BOLS YOGURT,34.5,713.46
BIRD DOG SMALL BATCH BOURBON 86,34.5,1035.0
KAH TEQUILA BLANCO,33.9,1924.92
PARKERS HC PROMISE OF HOPE,33.75,3330.0
PINNACLE BANANA(DNO),33.75,531.45
WILD TURKEY 375ML SAMPLER PACK,33.75,835.2
FIVE STAR TURTLE,33.375,2515.14
REGALIA,33.0,1180.08
STOLICHNAYA RAZBERI,33.0,659.12
TOOTERS RED HOT INK,32.625,709.05
YAHARA BAY APPLE BRANDY,32.45,2139.78
ARDMORE,31.85,2091.73
SCHLADERER KIRSCHWASSER,31.5,1590.84
TALISKER DISTILLERS EDITION HA,31.5,2394.0
SIETE LEGUAS ANEJO,31.5,2467.92
CHAMBORD LIQUEUR WITH 2 ICE CREAM BOWLS,31.5,1169.28
LEROUX POLISH BLACKBERRY BRANDY,31.5,301.14
WHITE DOG MASH #1 WHISKEY,31.5,1043.28
BEAM'S CHOICE BOURBON,31.5,446.22
TALISKER 18YR MALT SCOTCH HA,31.5,2263.8
BRECKENRIDGE BITTERS,31.5,1249.5
COURVOISIER VSOP W SNIFTER GLASS,31.5,1256.22
THREE OLIVES GRAPE FLAVORED VODKA,31.5,431.82
WHALER'S VANILLE',31.5,333.0
PENTHOUSE SPIRITS CHERRY FOR HIM,31.5,944.58
LAPHROAIG 10YR CASK STRENGTH,31.5,2153.16
EL TESORO GOLD (REPOSADO) TEQUILA,31.5,1501.92
CHINACO BLANCO ARTISAN TEQUILA,31.5,1579.92
DON Q MOJITO,31.5,333.0
VAN GOGH MELON VODKA,31.5,798.0
CANADIAN CLUB CLASSIC 12YR,31.5,531.36
HENRY MC KENNA BOURBON,31.5,310.86
CHATEAU DU BUSCA XO NO.1,31.5,3318.42
VAN GOGH WILD APPEL VODKA,31.5,798.36
GLENFARCLAS 105 6PAK SING MALT SCOTCH,31.5,2805.54
BELVEDERE CITRUS,31.5,1080.66
MCCORMICK WHIPPED CREAM FLAVORED VODKA,31.5,201.78
SVEDKA STRAWBERRY LEMONADE VODKA,31.5,397.98
VAN GOGH PINEAPPLE VODKA,31.5,798.18
RUSSIAN STANDARD IMPERIA VODKA,31.5,1260.0
QREAM STRAWBERRY LIQUEUR,31.5,419.16
CRUZAN AGED LIGHT RUM,31.5,368.28
KAVALAN CLASSIC SINGLE MALT WHISKEY,31.5,2898.0
RUSSELL'S RESERVE SINGLE BARREL RYE HA,31.5,1890.0
MR BOSTON 5 STAR CANADIAN WHISKY,31.5,212.22
10 ULTIMATE PINEAPPLE MARGARITA RTD,31.5,256.32
DALMORE CIGAR MALT RESERVE,31.5,4292.82
KIRSCH CHERRY BRANDY,30.8,1863.91
NV ABSINTHE VERTE BY LAFEE,30.75,743.33
KELT VSOP,30.75,2563.32
BLAIR ATHOL CASK,30.4,2998.38
DEKUYPER SLOE GIN,30.0,315.36
GORDON'S GIN S,30.0,375.6
THATCHER'S CUCUMBER,30.0,535.2
WHITE DOG MASH #1 HA,30.0,1080.0
MAESTRO DOBEL DIAMOND TEQUILA(DNO),30.0,1490.63
APPLETON CORUBA DARK RUM,30.0,541.44
ABERFELDY 21 YEAR SINGLE MALT SCOTCH,30.0,5330.4
DEKUYPER CREME DE CASSIS,30.0,293.04
TEQUILA AVION COUNTER UNIT,30.0,1398.0
ISLE OF JURA,29.65,4297.88
CALVADOS,29.45,4352.2
CHRISTIAN BROS AMBER BRANDY,29.4,582.12
DEEP EDDY LEMON W 2 TIN CUPS,29.25,526.5
DEEP EDDY VODKA W 2 TIN CUPS,29.25,526.5
LAPHROAIG,28.65,2957.61
SPRINGBANK 10YR,28.5,2169.88
ARDBEG 10YR ESCAPE W 2 GLASSES HA,27.75,1441.89
THOMAS HANDY RYE HA,27.75,2094.69
ORANGE LIQUEUR,27.3,1657.68
BUNNAHABHAIN,27.25,5562.02
BELUGA GOLD LINE VODKA,27.0,3194.64
HANGAR ONE FRASIER RIVER RASPBERRY VODKA,27.0,808.92
RON ZACAPA XO,27.0,2771.64
77 WHISKEY NEW YORK WHEAT,27.0,1503.36
NOAH'S MILL HA,27.0,1481.4
LUXARDO LIMONCELLO,27.0,719.28
HUDSON NEW YORK CORN,27.0,1844.88
RON DE JEREMY RESERVA,27.0,749.52
VAN GOGH ESPRESSO VODKA,27.0,684.06
SEAGRAM'S GRAPE TWISTED GIN,27.0,318.6
WHALER'S KILLER COCONUT RUM,27.0,374.76
METAXA 7 STAR,27.0,786.24
BERNHEIM WHEAT WHISKEY HA,27.0,1247.04
MACKINLAYS SHACKLETON THE JOURNEY,27.0,4806.0
EVERCLEAR 190,27.0,585.36
MACNAUGHTON CANADIAN WHISKY,27.0,279.36
MASSENEZ POIRE WILLIAM PEAR BRANDY,27.0,1417.68
KAVALAN KING CAR CONDUCTOR,27.0,3312.36
A+ LYCHEE & GOJI BERRY,27.0,540.0
FLOR DE CANA 18 YEAR RUM,27.0,1431.0
DON Q 151,27.0,701.64
DEKUYPER LUSCIOUS TROPICAL PINEAPPLE SCHNAPPS,27.0,308.52
BARBANCOURT EST RES RHUM 15YR,27.0,1293.84
SEMPE VSOP ARMAGNAC,27.0,1383.0
BRUICHLADDICH ISLAY BARLEY,27.0,292.32
DEKUYPER BERRY FUSION,27.0,340.2
SEAGRAM'S M GRAPE FLAVOR,27.0,290.52
SAMBUCA DI AMORE,27.0,442.8
GREY GOOSE LA POIRE,27.0,1248.0
DENAKA VODKA,27.0,469.44
MALIBU WINTER EDITION,27.0,372.6
DOUBLE CROSS VODKA,27.0,1088.28
VOYANT,27.0,607.68
DUBOUCHETT POLISH BLACKBERRY BRANDY,27.0,238.32
MCCLELLANDS ISLAY,27.0,793.56
360 HUCKLEBERRY FLAVORED VODKA,27.0,396.72
SLIEVE FOY IRISH WHISKEY,27.0,1317.12
PIKE CREEK WHISKY,27.0,809.64
RI(1) WHISKEY,27.0,1134.0
CENTINELA BLANCO TEQUILA,27.0,1222.2
ALLEN'S COFFEE BRANDY,27.0,281.16
OLD CHARTER 101 HA,27.0,561.24
CALICO JACK MANGO RUM,27.0,269.64
JEREMIAH WEED BLENDED BOURBON,27.0,482.28
IW HARPER,27.0,809.64
UV PINK LEMONADE VODKA GLASS,27.0,371.52
THE FAMOUS GROUSE SMOKY BLACK,27.0,726.48
RANSOM OLD TOM GIN,27.0,1161.0
ATLANTICO RESERVA,27.0,745.5
WOODFORD RESERVE MC CLASSIC,27.0,2686.68
OLD BLOWHARD HA,27.0,4049.64
ARROW APRICOT BRANDY,27.0,282.24
CENTINELA ANEJO TEQUILA,27.0,1546.2
THREE OLIVES PURPLE,27.0,537.84
OLE SMOKY STRAWBERRY LIGHTNIN' MOONSHINE,27.0,720.36
GLENLIVET NADURRA TRIUMPH 1991,27.0,2236.32
PRICHARD'S TENNESSEE WHISKEY,27.0,1122.84
PRAVDA VODKA,27.0,884.52
COLONIAL CLUB BLACK RASPBERRY LIQUEUR,27.0,220.32
D'ARISTI XTABENTUN,27.0,762.48
WOODFORD RESERVE MC STRAIGHT,27.0,2686.68
CLYNELISH SCOTCH DNO,27.0,1570.68
ALIZE DE FRANCE,27.0,565.56
ZU BISON GRASS VODKA,27.0,695.52
THE DALMORE CIGAR MALT SCOTCH,27.0,3877.2
HIBIKI 12YR HA,27.0,1723.56
CHINACO REPOSADO TEQUILA,27.0,1704.06
CLEOPATRA XO,27.0,1287.36
GLENROTHES 2001,27.0,1899.36
PADDY IRISH,27.0,674.64
ORONOCO PLATINUM RESERVE RUM(DNO),27.0,1011.6
QREAM PEACH LIQUEUR,27.0,359.28
JESSE JAMES HONEY WHISKEY,27.0,514.08
CASK & CREAM CHOCOLATE TEMPTATION DNO,27.0,297.0
PRICHARD'S SINGLE MALT WHISKEY,27.0,1403.64
CALICO JACK BANANA JACK RUM(DNO),27.0,269.64
CURACAO OF CURACAO ORANGE,27.0,853.56
CRATER LAKE GIN,27.0,664.2
SWEET CAROLINA SWEET TEA VODKA,26.25,417.55
BARSOL PRIMERO QUEBRANTA PISCO,26.25,883.75
PENTHOUSE SPIRITS CHERRY FOR HER,25.5,764.66
BELLION VODKA,25.5,765.0
TULLIBARDINE 20YR,25.05,4741.17
BELLES ORGANICS BANANA BELLE,25.0,331.5
BIRD DOG RUBY RED GRAPEFRUIT,24.9,451.8
KAH TEQUILA REPOSADO,24.9,1998.78
GLEN ELGIN,24.6,4416.81
ISLE OF ARRAN,24.35,2414.14
JAMESON IRISH WHISKEY S,24.12,672.0
TEQUILA TAPATIO BLANCO,24.0,762.24
DEKUYPER WHITE CREME DE MENTHE,24.0,190.8
RATTLESNAKE TEQUILA,24.0,464.4
MACALISTER SCOTCH,24.0,246.0
SKYY CITRUS VODKA,24.0,444.24
BUZZBOX COCONUT COCKTAIL,24.0,687.36
MR. BOSTON LIGHT RUM,24.0,144.0
GRAND MAYAN EXTRA ANEJO TEQUILA,24.0,2864.32
MR. BOSTON TRIPLE SEC,24.0,76.8
XTABENTUN,24.0,933.86
HIRAM WALKER CRM D CACAO BROWN,24.0,159.84
BOLS BUTTERSCORCH SCHNAPPS,24.0,167.76
PIRASSUNGA 51 CACHACA DNO,24.0,391.44
SAUZA HORNITOS REPOSADO,24.0,856.8
THE GLENLIVET 25 YEAR OLD HA,24.0,8301.28
HIRAM WALKER CRM D CACAO WHITE,24.0,157.68
YAHARA BAY LAVENDAR LIQUEUR,23.75,1493.37
YAHARA BAY COFFEE LIQUEUR,23.7,1594.17
FIVE STAR HORSE,23.625,1780.38
HIRAM WALKER KIRSCHWASSER,23.4,233.76
BALVENIE 15YR SINGLE BARREL SHERRY CASK,23.25,2008.8
WILLIAM L. WELLER BOURBON HA,23.25,1777.41
BENRINNES CASK STRENGTH,23.15,2902.38
DAILUAINE 29YR,22.9,4099.2
FETTERCAIRN 6YR,22.8,2553.48
NUVO PEACH COBBLER,22.8,755.52
OLE SMOKY MOONSHINE - MARGARITA,22.5,495.0
CAOL ILA 17YR HA,22.5,3517.2
GLAYVA LIQUEUR,22.5,845.7
MICHTER'S US*1 AMERICAN WHISKEY,22.5,1055.4
COMPASS BOX SPICE TREE WHISKY,22.5,1560.3
VAN GOGH VINCENT VODKA,22.5,570.12
CAOL ILA 12 YEAR HA,22.5,1372.38
ARDBEG SUPERNOVA HA,22.5,3464.88
DON EDUARDO REPOSADO,22.5,1149.9
E.H. TAYLOR SEASONED WOOD HA,22.5,1575.0
BALVENIE 17YR DOUBLEWOOD DNO,22.5,3217.56
CONCANNON IRISH WHISKEY,22.5,449.7
ISLE OF JURA 10 YR,22.5,1095.48
MOLETTO DISTILLATO D'UVA GRAPPA,22.5,810.0
HIGH WEST CAMPFIRE,22.5,1788.9
HUSSONG'S REPOSADO TEQUILA % AGAVE,22.5,900.0
ATLANTICO PRIVATE CASK,22.5,907.8
ROYAL CANADIAN SMALL BATCH,22.5,438.6
RIAZUL REPOSADO TEQUILA,22.5,1404.78
SIETE LEGUAS REPOSADO,22.5,1597.5
EL TESORO PARADISO ANEJO,22.5,2819.7
NIKKA PURE MALT,22.5,2830.2
PENDERYN SINGLE MALT WELSH WHY.,22.5,1714.2
PORT CHARLOTTE,22.5,1623.9
JACK DANIEL'S MASTERS DISTILLERS 3,22.5,768.3
WOODFORD RESERVE MC AGED RYE,22.5,3127.8
HACIENDA DE CHIHUAHUA ANEJO SOTOL,22.5,802.8
BOYD & BLAIR POTATO VODKA,22.5,999.0
CITADELLE GIN,22.5,643.14
ALBERTA DARK RYE,22.5,708.3
FEW AMERICAN GIN,22.5,960.3
RIAZUL ANEJO TEQUILA,22.5,1558.56
CALVADOS MORIN HORS D' AGE,22.5,1620.0
GLENFARCLAS 21YR,22.5,3193.8
CHIVAS REGAL 18YR SCOTCH,22.5,1497.3
BASTILLE 1789,22.5,727.8
901 TEQUILA HA,22.5,763.14
BELVEDERE INTENSE .,22.5,899.7
MONKEY 47,22.5,2221.2
TRU VODKA,22.5,862.8
SAM ADAMS UTOPIAS HA,22.5,3711.6
GRAPPA DI RECIOTO AMARONE,21.85,2030.82
BAKON ROSEMARY,21.75,652.21
CHIVAS ROYAL SALUTE,21.75,4619.71
EVAN WILLIAMS CHERRY,21.6,229.68
HIRAM WALKER MANGO SCHNAPPS,21.0,151.08
HENDRICK GIN,21.0,700.8
BARTON CANADIAN WHISKEY,21.0,160.56
MAC ALISTER SCOTCH,21.0,220.44
TGI FRIDAY'S BLENDER STRAWBERRY DAIQUIRI,21.0,142.92
CANADIAN CLUB RESERVE,21.0,358.92
MALIBU TROPICAL MOJITO COCKTAIL,21.0,152.88
KAMCHATKA VODKA,21.0,120.12
E & J GALLO VSOP SUPERIOR RESERVE,21.0,240.0
STOLICHNAYA ELITE,21.0,1343.88
GRAND MARNIER LIQUEUR,21.0,765.0
GLENGOYNE 18YR,20.7,2901.72
YAHARA BAY CRANCELLO,20.3,1301.74
CACHACA 21,20.0,225.0
TANQUERAY BLOOMSBURY,20.0,565.0
PERNOD D'ABSINTHE,19.5,1417.0
JACK DANIEL TENNESSEE HONEY,19.2,576.96
ADMIRAL NELSON SPICE RUM,19.2,217.92
LAUDER''S SCOTCH,19.2,260.76
MANGO LIMES,18.95,1151.22
CRAIGELLACHIE 13YR,18.825,2704.92
DEKUYPER CRANBERRY SCHNAPPS,18.75,236.25
DRY FLY VODKA,18.75,652.91
SAZERAC 18YR RYE HA,18.75,1416.51
JOHNNIE WALKER BLUE YEAR OF THE RAM HA,18.75,5624.75
CORZO REPOSADO TEQUILA,18.0,935.04
LEVEL IMPORTED VODKA DNO,18.0,503.04
BELVEDERE UNFILTERED,18.0,683.76
GRANDE ABSENTE,18.0,1326.0
BLACK SADDLE BOURBON,18.0,930.24
SMIRNOFF RASPBERRY TWIST VODKA,18.0,292.56
TULLAMORE DEW 10 YEAR,18.0,741.84
TORRES 20 HORS D'AGE BRANDY,18.0,1199.64
KORBEL BRANDY VSOP,18.0,342.0
EL MAYOR EXTRA ANEJO % AGAVE HA,18.0,2227.68
BISON RIDGE CANADIAN WHISKY 8YR,18.0,360.0
FARETTI BISCOTTI,18.0,726.24
DRY FLY WHEAT WHISKEY,18.0,926.4
BIRD DOG SPICED,18.0,360.0
PENDERYN SINGLE MALT WELSH WHISKEY,18.0,1371.12
BOWMORE 18YR HA,18.0,2456.4
CLYNELISH HA,18.0,1349.76
ELIJAH CRAIG FULL BARREL PROGRAM 12YR,18.0,482.88
WHISTLEPIG 10YR,18.0,1759.44
BICKERING BROTHERS,18.0,942.24
STOLICHNAYA GALA APPLIK DNO,18.0,460.8
WHEATLEY VODKA,18.0,347.52
SOBIESKI BLACK CHERRY FLAVORED VODKA,18.0,204.96
HAIG & HAIG PINCH (DIMPLE) 15 YR,18.0,764.64
10 TEQUILA REPOSADO,18.0,577.44
SMIRNOFF PEAR VODKA,18.0,291.72
COMPASS BOX OAK CROSS WHISKY,18.0,1074.12
HANGAR ONE STRAIGHT VODKA,18.0,648.0
TOSCHI FRAGOLI,18.0,369.6
STAWSKI JAZZ PREMIUM VODKA,18.0,498.0
CHARBAY R5 WHISKEY,18.0,1614.24
STIRRINGS APPLE LIQUEUR,18.0,233.76
BOLS ELDERFLOWER LIQUEUR,18.0,282.24
MACALLAN CASK STRENGTH SCOTCH DNO,18.0,1223.28
UV CHERRY RED,18.0,247.68
TRIMBACH KIRSCH VIEUX,18.0,365.28
ALIZE WILD PASSION,18.0,436.8
COURVOISIER C,18.0,698.88
JAMES OLIVER RYE,18.0,741.36
SPICEBOX CANAIAN SPICED WHISKY,18.0,306.0
ISLE OF JURA PROPHECY,18.0,1437.84
LUXARDO LIMONCELLO FROSTED,18.0,486.0
COMPASS BOX HEDONISM WHISKY,18.0,1973.28
TUACA CINNISTER,18.0,411.84
KOVAL MILLET,18.0,936.0
STOLI VANILLA,18.0,450.72
LUCID BALANCIER GLASS GIFT SET,18.0,1169.76
LA COLLECTION MUSICIAN,18.0,900.0
KOVAL FOUR GRAIN,18.0,972.0
OBAN 18YO SCOTCH,18.0,1421.28
SEAGRAMS VO CANADIAN,18.0,286.56
SKINNYGIRL BARE NAKED VODKA,18.0,377.76
REGENCY DAVINCI AMARETTO,18.0,167.76
REVEL STOKE CINNAMON,18.0,273.36
FLOR DE CANA CENTENARIO 18YR GOLD,18.0,923.76
