item,sum_sale_liters,sum_sale_dollars
CEDAR RIDGE LEMONCELLA,819.75,26232.0
10 ULTIMATE BLUEBERRY RTD,819.0,6644.41
PEARL CHOCOLATE COVERED CHERRY,816.75,12676.83
JAMESON GOLD,811.5,68509.06
REMY MARTIN XO EXCELLENCE,809.25,158769.53
LITTLE BLACK DRESS BLUEBERRY POMEGRANATE,806.25,12706.5
SKYY INFUSIONS PASSION FRUIT,805.5,15627.6
WINDMILL RYE WHISKEY,801.75,29140.94
ARDBEG CORRYVRECKAN,800.25,70445.31
CANADIAN CLUB DOCK 57,798.0,11363.52
GREEN SPOT,798.0,46896.88
CHIVAS REGAL W 2 GLASSES,792.75,28982.18
WISER'S DELUXE CANADIAN,792.0,12764.04
CONCANNON,792.0,17328.75
PEARL VANILLA BEAN,791.75,11502.5
REBEL YELL STRAIGHT KENTUCKY BOURBON,791.25,13451.25
MONTE ALBAN REPOSADO,789.75,15596.0
AVION ESPRESSO,789.75,18832.85
TAAKA KING CAKE VODKA,789.0,6312.0
EVAN WILLIAMS,787.5,11622.66
TWENTY GRAND,786.0,26724.0
DISARONNO AMARETTO CAVALLI WRAP,781.5,20167.38
FIREFLY CARAMEL MOONSHINE,779.25,15397.98
BELVEDERE PURE 007,778.5,26707.74
FORTY CREEK BARREL SELECT,777.0,15726.48
PINNACLE ATOMIC HOTS,775.8,10240.56
CROWN ROYAL 1.75L W 50ML CR MAPLE & CR BLACK TRAY PACK,775.15,19797.75
JIM BEAM BLACK W 2 GLASSES,773.25,20554.68
HORNITOS SPICED HONEY,769.5,21071.16
COLD SPELL MINT,769.0,9457.2
ROTHMAN & WINTER CREME DE VIOLETTE,765.0,20400.0
CHARTREUSE GREEN FRENCH LIQUEUR,765.0,47634.0
HENNESSY VS SHEPARD FAIREY,765.0,28294.8
HAMMER SICKLE,764.25,20186.19
DRY DOCK SORGHURM,763.875,27751.74
FRIS ORANGE,762.0,8333.64
JIM BEAM SINGLE BARREL,762.0,28809.04
JEFFERSON'S RESERVE,761.25,40336.1
PUCKER VODKA LEMONADE LUST,759.75,14992.56
DEKUYPER MIXOLOGIST GINGER,756.0,10905.68
HIRAM WALKER BLACKBERRY BRANDY,756.0,7099.68
ST. GERMAIN .750ML,754.5,29002.98
CRAVE CHOCOLATE MINT,747.75,17258.07
PEARL PLUM VODKA,747.0,11232.24
ROGUE DEAD GUY WHISKEY,747.0,32927.16
PELIGROSO ANEJO,745.5,29820.0
PINNACLE COUNTY FAIR COTTON,744.6,11182.49
BERENTZEN APPLE,742.5,15354.9
PATRON REPOSADO CITRONAGE SUMMER PACK,741.0,40014.0
CRUZAN BANANA RUM,739.5,10303.32
BACARDI CLASSIC COCKTAILS PINA COLADA,738.5,5946.0
BURNETT'S RUBY RED GRAPEFRUIT,738.5,7461.740000000001
CHRISTIAN BROS WHITE FROST BRANDY,738.0,9790.8
LITTLE BLACK DRESS PINEAPPLE HONEY,732.75,11548.14
DEKUYPER BLUEBERRY BLAST,732.0,8094.24
MIDDLE SISTER CRANBERRY COSMO,731.25,11700.0
FINLANDIA GRAPEFRUIT,730.5,12525.64
DEKUYPER RED APPLE,729.0,9185.4
PERNOD ANISE LIQUEUR,728.25,22940.29
SEAGRAMS SEVEN CROWN AMERICAN SPICED,725.75,10406.84
MIDDLE SISTER MARGARITA,724.5,11592.0
AGAVERO LIQUEUR,724.5,25357.5
DON JULIO 70TH ANNIVERSARY,723.75,47765.46
OLE SMOKY LEMON DROP MOONSHINE W MASON JAR & POUR SPOUT,721.5,18961.52
JEREMIAH WEED CHERRY MASH,720.75,12858.18
HENNESSY VS FLASK,720.0,30996.0
STOLICHNAYA ELIT VODKA,715.5,41495.1
LABEL 5,714.75,14309.76
BURNETT'S MANGO,714.0,6757.44
GLENMORANGIE TASTER PACK,711.6,39661.67
ABSOLUT MIAMI,711.0,15480.84
OLMECA PLATA,707.25,11851.96
MR. BOSTON RIVA,707.0,4213.72
360 RED RASPBERRY,706.75,11723.529999999999
CHIVAS REGAL 18 YEAR,703.5,48849.37
SKYY COASTAL CRANBERRY,702.0,14261.88
KENTUCKY TAVERN BOURBON,702.0,5793.84
SOBIESKI CYTRON VODKA,701.25,7672.82
KAHLUA GINGERBREAD,699.75,16159.17
DR. MCGILLICUDDY'S ROOT BEER,699.0,10387.14
SUGAR ISLAND SPICED,698.25,13965.0
ARROW SLOE GIN,695.25,6041.25
MARTELL VS,693.0,19826.04
ELIJAH CRAIG 12YR BOURBON,693.0,13046.88
JOSE CUERVO TRADICIONAL SILVER,692.25,15220.39
DEKUYPER MIXOLOGIST BLOOD ORANGE,691.5,10171.14
WISER'S SPICED VANILLA,690.5,15525.63
ARDBEG UIGEADAIL,690.0,54763.65
AGAVERO ORANGE TEQUILA LIQUEUR,685.5,15081.0
WHITE HORSE SCOTCH,682.5,10576.26
SUGAR ISLAND COCONUT,681.75,13635.0
JUGGS CHERRY CHA-CHAS,681.75,19816.11
FERNET BRANCA LIQUEUR,681.0,23480.88
LITTLE BLACK DRESS BLACK CHERRY VANILLA,678.0,10685.28
SAUZA TRES GENERACIONES ANEJO DNO,675.0,31887.0
RED STAG W 3-50MLS,675.0,14895.0
HENNESSY VS RYAN MCGINNESS LIMITED EDITION,675.0,25641.0
TALISKER STORM,675.0,46980.0
THREE OLIVES STRAWBERRY,670.5,13356.36
MALIBU 50ML COUNTER UNIT,669.5,6641.44
SKYY INFUSIONS DRAGON FRUIT,669.0,12941.89
COINTREAU W 2 GLASSES,666.0,31053.36
LINIE AQUAVIT,666.0,20033.28
REVEL STOKE ROASTED PINEAPPLE,665.0,10013.76
CORRALEJO SILVER,655.5,18118.02
WOODFORD RESERVE KENTUCKY DERBY 2015,655.0,25569.22
JEREMIAH WEED SPICED WHISKEY,654.0,12626.56
CASA NOBLE REPOSADO,651.75,32899.5
COURVOISIER GOLD,649.8,18718.93
JAMESON TRILOGY PACK,646.8,32307.66
DEWAR'S WHITE LABEL SCRATCHED CASK,645.75,21636.93
COUNTRY GAL,644.25,11202.71
TARANTULA REPOSADO,642.75,12477.15
LUNAZUL REPOSADO,642.0,13024.47
STAGG JR. HA,642.0,33375.44
CLUNY BLENDED SCOTCH WHISKY,640.5,6855.18
HAWKEYE GRAPE,640.0,4800.44
SWELL ZONE VODKA,631.5,14516.08
KETEL ONE 325 ANNIVERSARY BOTTLE,631.0,16563.75
TIA MARIA COFFEE LIQUEUR,630.0,14868.0
LADY BLIGH COCONUT RUM,630.0,6559.92
PINNACLE CANDY CANE TRIAL PACK,630.0,10891.8
BIRD DOG PEPPERMINT MOONSHINE,627.6,12103.2
J W DANT BOND BOURBON,626.5,8698.42
BRITISH NAVY PUSSER'S RUM 84,621.75,15187.28
KE KE BEACH PLASTIC,621.0,8266.44
BIRD DOG STRAWBERRY,613.95,11183.4
TAP 357,612.75,18326.58
WILD TURKEY 101 W 2 GLASSES,612.75,15931.5
BURNETT'S CITRUS VODKA,612.6,5856.4800000000005
CEDAR RIDGE CASK FINISHED BOURBON,612.0,25304.16
ABERLOUR 16YR SCOTCH,611.25,38526.73
LUNAZUL BLANCO,609.0,11770.11
DISARONNO PARTY PACK SOUR VAP,608.25,17071.55
CHAMBORD FLAVORED VODKA,608.25,15206.67
GODIVA DARK CHOCOLATE,608.25,20680.5
COOPER'S CHASE VODKA,607.65,12354.269999999999
VOLI LYTE VODKA,607.5,15543.9
DOMAINE DE CANTON GINGER LIQUEUR,606.75,19254.79
LAPHROAIG QUARTER CASK,606.75,35766.48
SEAGRAMS RED BERRY TWISTED GIN,604.5,7660.69
KILBEGGAN,603.75,18378.15
FIREFLY CHERRY MOONSHINE,603.75,11928.9
BOOKERS BOURBON (DO NOT USE),603.0,33558.84
CRYSTAL HEAD VODKA W 2 SHOT GLASSES,603.0,31516.8
BURNETT'S PEACH VODKA,603.0,5726.16
360 HUCKLEBERRY VODKA,601.5,9953.43
PLYMOUTH GIN 6PAK DNO,598.5,17659.44
E.H. TAYLOR JR. SMALL BATCH,591.75,26037.0
PINNACLE PECAN PIE,588.15,8972.449999999999
KNOB CREEK W 2-50MLS,587.35,21337.61
JOSE CUERVO ESPECIAL MAX PACK,585.75,12267.47
BELVEDERE WILD BERRY,579.75,19889.29
MEDEA VODKA,578.25,21788.46
AVIATION AMERICAN GIN,577.5,16532.2
SKYY INFUSIONS VANILLA BEAN,576.5,11621.570000000002
JINRO SOJU,576.0,8356.32
PEARL BLACK VODKA,575.0,8625.0
TRES AGAVES BLANCO,574.5,17434.16
SALUTE AMERICAN VODKA,574.5,12726.75
SOBIESKI W 2 SHOT GLASSES,574.0,5408.72
TGIFRIDAYS STRAWBERRY MARGARITA,574.0,3699.84
LADY BLIGH,573.0,5730.0
PINNACLE COCONUT,572.5,8728.82
JINRO CHAMISUL CLASSIC SOJU,567.0,8235.6
ASBACH URALT BRANDY,567.0,17251.92
CROWN ROYAL TAILGATE PACK W 2 REUSABLE GLASSES,567.0,17010.0
GLENFIDDICH 14YR,565.5,30167.54
FIREFLY SKINNY TEA,564.75,10734.0
BLUE CHAIR BAY COCONUT RUM,563.5,10198.66
MR BOSTON SLOE GIN,561.0,4767.48
RICH & RARE APPLE,560.05,7528.5
TULLAMORE DEW,560.0,15540.0
PEARL PLUM,558.75,8783.55
SEAGRAM'S PEACH FLAVORED VODKA,558.0,6004.08
OLD FORESTER BOURBON 86,558.0,9768.72
THREE OLIVES WATERMELON VODKA,558.0,11936.16
DON Q LIMON,556.5,7418.27
MT. GAY EXTRA OLD,556.5,22252.58
FINLANDIA REDBERRY,555.75,9529.26
SOUTHERN COMFORT FIERY PEPPER,555.0,10389.6
COURVOISIER ROSE,553.5,15877.4
DEKUYPER RED APPLE SCHNAPPS,552.75,6964.65
HAVANA JUDGE CINNAMON,552.0,5608.32
WHISPER CREEK TENNESSEE SIPPING CREAM,550.75,12083.02
BACARDI COCKTAILS PINA COLADA,549.5,4688.0
TRES AGAVES REPOSADO,549.0,19405.26
WELLER 12YR BOURBON HA,549.0,11368.58
MARGARITAVILLE SPICED JAMAICAN RUM,549.0,4999.56
MICHTER'S US 1 SMALL BATCH,548.25,24583.53
LAPHROAIG W WHISKEY STONES,548.25,21469.47
PENTHOUSE SPIRITS VODKA,548.25,14795.44
GOSLING'S DARK'N STORMY,546.75,9710.28
360 BUTTERED POPCORN,545.25,9539.86
KING SOLLY WHITE GRAPE VODKA,544.0,7727.0
360 MANDARIN ORANGE VODKA,539.75,9139.19
BACARDI DRAGONBERRY,539.125,7622.98
STEEL DRUM,537.0,10419.16
CALYPSO COCONUT RUM,537.0,5556.16
EZRA BROOKS CINNAMON,537.0,6268.08
MENAGE A TROIS,536.25,13406.25
MADIKWE,535.5,11864.08
HELLFYRE,534.75,14973.0
MCCORMICK IRISH CREAM W 2 GLASSES,534.0,7411.84
CLUB STRAWBERRY MARGARITA,533.75,3888.75
BURNETT'S SWEET TEA VODKA,531.0,4422.6
CARAVELLA LIMONCELLO W GLASS,531.0,11951.04
SKYY INFUSIONS HONEYCRISP APPLE,530.25,10619.14
RED BOOT SPICED WHISKEY,528.75,14213.46
GENTLEMAN JACK W JIGGER,527.25,20520.57
MALIBU CARRIBEAN COSMO LIGHT COCKTAIL IN A BAG,526.75,3465.18
KAHLUA SAMPLER PACK,526.75,15114.06
GLENMORANGIE 10YR W GLASSES,526.5,23142.73
FRENCH KISS TROPICAL,525.75,7835.7
44 NORTH HUCKLEBERRY,522.75,14733.38
THREE OLIVES PEACH,522.75,10413.18
THREE OLIVES JACKED APPLE,522.75,10413.18
PUCKER VODKA CITRUS SQUEEZE,522.75,10348.98
BUCHANANS 18YR SPEC RES SCOTCH,522.0,40778.64
EAGLE RARE SINGLE BARREL BUY THE BARREL,522.0,17915.04
CEDAR RIDGE SINGLE MALT SINGLE BARREL SELECT,522.0,28710.0
360 CONCORD GRAPE VODKA,522.0,8526.9
CLUB LIME MARGARITA,521.5,3799.5
PURPLE PASSION 4 PACK,521.2,13838.9
CUPCAKE VODKA FROSTING,519.0,8646.58
FERNET BRANCA,519.0,17169.6
APPLETON ESTATE VX,518.0,6932.4
CHAMBORD LIQUEUR W 2 GLASSES,517.5,19209.6
OLE SMOKY HARLEY DAVIDSON ROAD HOUSE CHARRED MOONSHINE,517.5,13843.6
JOHNNIE WALKER BLUE W 2 GLASSES,515.25,133965.0
CEDAR RIDGE LAMPONCELLA,514.125,16452.0
ANNIE'S APPLE PIE LIQUEUR,512.625,18454.5
PIKE CREEK,512.25,15360.67
WISCONSIN CLUB VODKA,511.5,2908.54
HELL CAT MAGGIE,510.0,12743.2
TRES AGAVES ANEJO,509.25,20546.54
STOLICHNAYA STICKI,508.5,12449.13
KRAKEN BLACK SPICED,508.5,10887.81
E.H. TAYLOR SMALL BATCH BOURBON,508.5,22374.0
CEDAR RIDGE PEAR BRANDY,508.5,29066.95
AZUL SILVER,507.75,11046.49
HENNESSY VS ARTISTRY BY KAWS,504.0,17196.48
PEARL CITRUS VODKA,504.0,7569.84
HIRAM WALKER PEACH SCHNAPPS,504.0,3410.76
CORAZON DE AGAVE TEQUILA BLANCO,504.0,9072.0
GEORGE DICKEL BARREL SELECT BUY THE BARREL,504.0,18600.96
SKYY INFUSIONS TROPICAL MANGO,503.25,10078.42
SANDRA LEE COCKTAIL TIME MARGARITA,500.25,7497.08
BLAUM BROS. VODKA,499.5,13986.0
HOOK'S SPICED RUM,498.75,7734.15
BLUE CHAIR BAY VANILLA RUM,498.5,10184.380000000001
DEATH'S DOOR GIN,496.5,14729.5
DELEON PLATINUM,495.75,29745.0
CABRITO BLANCO,495.75,10818.36
PARAMOUNT SOUR APPLE SCHNAPPS,495.0,3839.7
CANADIAN LTD,494.20000000000005,6622.28
THREE OLIVES BLUEBERRY,491.25,9785.7
DEHNER DISTILLERY VODKA,491.25,5634.78
STRAIGHT BOURBON WHISKEY,490.5,3682.02
ORPHAN BARREL BARTERHOUSE HA,490.5,36741.72
HARTLEY BRANDY,489.1,5991.7
FORTY CREEK COOPER POT,488.25,13665.61
BACARDI MULTI-FLAVOR 6 PACK,487.62,8100.0
DON JULIO BLANCO,487.125,27747.78
KAH REPOSADO,486.75,28011.63
TGIFRIDAYS BARBADOS RUM PUNCH,486.5,3135.84
REBEL RESERVE CHERRY,486.0,12961.01
DEKUYPER KIRSCHWASSER,486.0,6667.92
BACARDI RASPBERRY,485.25,8009.86
SALVADOR'S PREMIUM MARGARITA,483.0,3883.32
UNCLE VAL'S,483.0,21342.16
CEDAR RIDGE GRAPPA,479.625,19671.02
TGIFRIDAYS ULTIMATE ORANGE DREAM,477.75,3079.44
GLENFIDDICH 18YR,474.0,46311.91
KESSLER SPICED,470.0,5555.4
OLE SMOKY CORN MOONSHINE,469.5,12113.38
DIMPLE PINCH(HAIG & HAIG),468.0,19880.64
CRAVE CHOCOLATE CHILI,467.25,10784.13
FORBIDDEN SECRET PUMPKIN SPICE LIQUEUR,467.25,10858.89
STOLICHNAYA CHOCOLAT KOKONUT,466.5,11051.77
ABSOLUT KURANT,463.5,10157.85
WILD TURKEY SHAKER GIFT SET,463.5,11581.32
VEEV ACAI,462.75,12957.0
CANADIAN SPRINGS WHISKY,462.0,3157.68
BULLEIT BOURBON W 2 GLASSES,462.0,9900.0
KIRK & SWEENEY,457.5,20215.4
SPICEBOX CANADIAN SPICED WHISKY,456.75,8080.5
SANDRA LEE COCKTAIL TIME STRAWBERRY MARGARITA,456.75,6845.16
WILD TURKEY RARE BREED,456.75,19059.87
DEKUYPER TROPICAL COCONUT,456.0,5144.04
CASA NOBLE CRYSTAL W COCKTAIL SHAKER,456.0,18240.0
BACARDI GRAND MELON RUM,456.0,6910.92
SOBIESKI RASPBERRY VODKA,456.0,4879.2
JAGERMEISTER COCKTAIL GLASS SET,454.5,11698.02
ABSOLUT W CRANBERRY JUICE,454.5,9992.94
THREE OLIVES GRAPE,454.0,7382.04
THREE OLIVES CHERRY,454.0,7382.04
SOBIESKI W FLASK,451.5,4249.26
EVERCLEAR ALCOHOL 190,451.5,7691.94
HIRAM WALKER PEPPERMINT SCHNAPPS SPORTSMAN PACK,451.125,4511.25
CARIBBEAN CASK RYE WHISKEY,450.0,3378.0
ABSOLUT WITH GINGER BEER,450.0,10344.0
TORRES 10 GRAN RESERVA IMPERIAL BRANDY,450.0,11862.72
JAGERMEISTER CELEBRATION BUCKET,450.0,10836.0
SEAGRAM'S RED BERRY FLAVORED VODKA,449.25,4833.93
ROGUE SPRUCE GIN,448.5,17288.7
SHAKER'S RYE VODKA,448.5,3377.38
KNOB CREEK W GLASSES,447.0,18101.88
RAIN CUCUMBER,446.25,6693.75
CLUB STRAWBERRY MARGARITA POUCH,444.6,3334.5
FORBIDDEN SECRET WHITE CHOCOLATE LIQUEUR,444.0,10318.56
PEARL LIME BASIL,442.5,6675.0
ERGOFF VODKA,441.0,5074.44
BRUGAL ANEJO RUM,441.0,8574.6
JINRO CHAMISUL SOJU,441.0,6195.6
ADULT LIMEADE,441.0,8308.44
A+ LYCHEE & GOJI BERRY VODKA,441.0,8820.0
OLE SMOKY TENNESSE MOONSHINE- WHITE LIGHTNIN,440.25,11669.56
ADULT S'MORES,440.25,8294.31
DOUBLE CROSS,439.5,17613.32
BLUE CHAIR BAY BANANA RUM CREAM,438.0,10975.06
PENTHOUSE SPIRITS WHISKEY TEQUILA FUSION,438.0,13134.16
99 APPLES DISPLAY,437.0,5413.32
HANGAR ONE,436.5,15714.0
SMIRNOFF FLUFFED MARSHALLMALLOW,436.5,7481.61
PINNACLE PEPPERMINT BARK,435.75,6755.83
THREE OLIVES PINEAPPLE,435.75,8680.14
OLMECA REPOSADO,434.875,7265.63
ABSOLUT TEXAS,433.5,9864.22
BACARDI ANEJO MEX RUM,432.0,6698.88
HIRAM WALKER BLACK RASPBERRY,432.0,2879.52
THE DALMORE 12 YR SINGLE MALT SCOTCH,432.0,23785.26
HOLSTEIN SINGLE BARREL SIPPIN' RUM,431.25,8705.5
VAN GOGH PEANUT BUTTER AND JELLY VODKA,431.25,11362.0
CANADIAN HUNTER WHISKY,430.5,3736.68
BAILEYS MUDSLIDE,430.5,3692.46
DISARONNO AMARETTO W SOUR MIX,429.75,11912.67
KRU CUCUMBER,429.45,8136.9
JIM BEAM SIGNATURE CRAFT 12YR,429.0,18012.28
SMIRNOFF MELON VODKA,427.5,6730.94
BAKER'S 7YR,425.25,21318.37
TY KU SUPER PREMIUM SOJU,425.25,12880.79
REYKA,423.5,6715.5
AVION SILVER W 4 SHOT GLASSES,423.0,21141.86
SALVADOR'S STRAWBERRY MARGARITA 200ML-4PACK,422.4,2814.24
CHIVAS REGAL 12YR,420.375,14411.56
PARROT BAY STRAWBERRY MARGARITA,420.0,3060.0
REDBREAST 15YR,417.75,36415.090000000004
SEAGRAMS MELON TWISTED GIN,415.5,5395.96
BORU IRISH VODKA,414.75,3917.61
BENEDICTINE LIQUEUR DOM,414.0,16071.0
EVERCLEAR LIGHTNIN,413.25,12397.5
OLD EZRA 7YR,411.75,7900.11
PARROT BAY LIME MARGARITA,411.25,2996.25
THREE OLIVES WHIPPED CREAM,411.0,9156.16
PINNACLE PEACHBERRY COBBLER,410.85,6170.65
OLD FORESTER 4YR 86 BOURBON,409.5,5011.44
CINNABON CINNAMON,408.0,8698.56
STOLICHNAYA CRANBERI VODKA,408.0,8154.56
PENTHOUSE SPIRITS CHERRY FLAVORED VODKA FOR HER,407.25,12212.07
CARDHU HA,407.25,18178.41
SKYY INFUSIONS COCONUT,406.5,7966.02
TIN CUP WHISKEY HA,406.5,11181.46
MCCORMICK EGG NOG W 2 GLASSES,405.75,6826.04
KINKY BLUE 375ML & PINK 375ML W 2 SHOT GLASSES,405.0,8100.0
BARREL RIVER ROSE GIN,405.0,14731.2
CELTIC HONEY LIQUEUR,405.0,9453.0
HIRAM WALKER ORANGE CURACO,405.0,3639.6
OLD WELLER 107 ANTIQUE BOURBON 7YR HA,405.0,8483.4
IRISHMAN FOUNDERS RESERVE,403.5,13455.38
DUKE BOURBON WHISKEY,400.5,15357.84
MR. BOSTON RIVA GIN,399.0,2346.12
GRAND MARNIER CORDON ROUGE CHERRY,398.25,19110.69
BACARDI OAKHEART W STEIN,397.5,5793.66
REBEL RESERVE HONEY,397.5,10600.92
MIDDLE SISTER MOJITO,397.5,6360.0
BURNETT'S CHERRY COLA,396.75,3805.44
REVEL STOKE SPICED,396.0,6013.92
FIREFLY MOONSHINE 4-200ML,396.0,7335.9
HOT ROSE CINNAMON CREAM LIQUEUR,395.25,6899.36
MIDNIGHT MOON CRANBERRY,392.25,9037.41
BALVENIE 17YR DOUBLEWOOD,392.25,63418.98
PEARL GIN,390.75,6138.85
REBEL YELL SMALL BATCH RYE,390.0,11585.6
ABSOLUT W POWELL & MAHONEY BLOODY MARY MIX,387.75,8913.08
FLOR DE CANA ANEJO ORO 4YR,387.0,6683.28
GIBSON'S FINEST AGED 12 YR,387.0,12255.0
JACQUIN'S APRICOT BRANDY,387.0,4058.16
REVEL STOKE,386.0,6356.69
BLAUM BROS. GIN,385.5,13107.0
HIRAM WALKER WHIPPED CREAM,385.25,3825.15
AMARETTO DI AMORE,385.2,5733.06
BAILEY'S W ICE CREAM BOWL,384.0,9937.92
EL JIMADOR REPOSADO W GLASS,382.5,8532.3
CRUZAN SINGLE BARREL RUM,382.5,11639.94
WILD TURKEY SPICED,381.75,8016.75
(RI)1 RYE,381.0,15996.92
ABSENTE W GLASS & SPOON,379.5,16720.06
HIGH WEST DOUBLE RYE,378.75,16361.16
SKYY BARCRAFT WATERMELON FRESCA,378.5,7908.17
CEDAR RIDGE RYE WHISKEY - WHOLE CASK BUY,378.0,19404.0
BALLANTINE'S SCOTCH FINEST,378.0,8771.04
ARTISAN GRAIN MOONSHINE,374.25,9485.99
ZYR VODKA,374.0,12836.28
TRAVIS HASSE'S APPLE PIE,374.0,6272.04
8 SECONDS CANADIAN WHISKEY,373.5,12081.48
CONJURE COGNAC,372.45,13116.9
BADEL STARA SLJIVOVICA,372.0,7719.0
STOLICHNAYA VANIL,371.25,8916.83
COINTREAU W LIME SQUEEZER,371.25,14835.15
TANQUERAY OLD TOM,371.0,9738.75
GLENLIVET 12YR,370.875,17037.87
WISCONSIN CLUB,370.5,1758.04
CLUB PEACH DAIQUIRI POUCH,369.2,2769.0
E.H. TAYLOR JR. SINGLE BARREL HA,369.0,24602.4
APPLETON SPECIAL JAMAICA RUM,369.0,6044.4
BURNETT'S BLUEBERRY VODKA,369.0,3330.84
RON BURGUNDY,368.25,10705.24
MAKER'S MARK CASK STRENGTH HA,368.25,23847.18
TRAVE AMARETTO,367.5,2202.12
CROWN ROYAL CORNERSTONE,367.5,22045.1
RAIN VODKA,366.75,6199.65
LUXARDO MARASCHINO CHERRY,365.25,13879.5
PINNACLE GRAPE,364.5,5496.94
BELVEDERE BLOODY MARY,364.5,12504.78
HAVANA JUDGE WHITE,364.5,3703.32
SEAGRAM'S LIME TWISTED GIN,363.9,3723.48
SPICEBOX CANADIAN CINNAMON WHISKY,363.0,6166.16
CHICK'S,362.25,7312.62
DALMORE 12YR,362.25,21735.0
PINNACLE HABANERO,360.75,5472.42
CROWN ROYAL HAND SELECTED BARREL #2544,360.0,19795.2
ICE SURGE BERRY BLIZZARD,360.0,6422.4
KNOB CREEK W 2 WHISKEY STONES,360.0,14366.4
MENAGE A TROIS VAP,360.0,8937.6
PENTHOUSE SPIRITS CHERRY FLAVORED VODKA FOR HIM,358.5,10750.22
JOHNNIE WALKER SELECT CASK,357.75,17882.73
CRUZAN EST DARK RUM,357.0,4173.84
KRU PISTACHIO,356.7,7008.839999999999
TRADER VIC'S MACADAMIA NUT LIQUEUR,355.5,7147.92
PENTHOUSE SPIRITS CANADIAN WHISKEY,354.75,10637.77
BURNETT'S ORANGE CREAM VODKA,354.0,3317.76
MEDEA,351.75,13253.94
ARROW CREME DE MENTHE WHITE,351.75,3165.75
RONDIAZ,351.5,4928.03
GEORGIA MOON CORN WSKY FRUIT JAR,351.0,3961.8
CEDAR RIDGE BRANDY 3 BTL GIFT PACK,347.625,20162.25
RUSSIAN STANDARD PLATINUM VODKA,347.25,8079.17
PEARL COCONUT VODKA,345.0,5365.88
BELVEDERE W FROSTED MARTINI GLASS,345.0,11837.16
HIRAM WALKER PEPPERMINT SCHNAPPS,345.0,2529.72
CASA NOBLE ANEJO,345.0,21178.2
HPNOTIQ SPARKLE,343.5,6755.5
ADMIRAL NELSON VANILLA RUM,343.5,3417.42
DISARONNO VERSACE W 2 GLASSES,342.75,9501.03
CRYSTAL HEAD ROLLING STONES GIFT SET,342.75,32570.39
PINNACLE PEACH W PUNCH DISPENSER,342.0,5029.68
PUEBLO VIEJO ANEJO TEQUILA,342.0,9630.72
BLEU,342.0,8892.0
THE GLENLIVET TASTING KIT W 12YR 200ML 15YR 200ML & 18YR 200ML,339.0,29229.35
SKYY BARCRAFT MARGARITA LIME,338.75,7068.04
DEKUYPER APRICOT BRANDY,337.5,2927.26
BURNETT'S MAPLE SYRUP,337.5,3114.14
BONNIE ROSE SPICED APPLE,336.3,6746.7
FINLANDIA VODKA,336.0,6847.08
DEKUYPER BUTTERSHOTS BURST SCHNAPPS,334.5,4094.28
BIRD DOG PEACH W 4-50MLS,334.4,5280.0
MILAGRO REPOSADO TEQUILA,333.75,11568.19
PHILLIPS PEPPERMINT SCHNAPPS,333.6,3602.88
MAKER'S MARK CO-PACK,333.0,13981.56
DON PEDRO RESERVA ESPECIAL BRANDY,333.0,6209.16
REBEL YELL AMERICAN WHISKEY,333.0,9883.44
FLOR DE CANA EXTRA SECO 4YR DNO,333.0,5730.6
GRAND MARNIER W 50ML RASPBERRY PEACH,332.0,14512.55
REBEL YELL BOURBON,331.5,4503.54
DEKUYPER LUSCIOUS POMEGRANATE,329.25,4148.55
RON ZACAPA 23YR,328.5,14778.12
DANNIE DIESEL AMERICAN WHISKEY,328.5,12596.88
ST. GERMAIN W CARAFE,328.5,12685.5
GLENMORANGIE 18YR HA,328.5,37231.02
ALIZE RED PASSION,328.5,7192.44
BAYOU SPICED RUM,327.0,7516.64
CROWN ROYAL TRI PACK,326.25,36183.3
BAYOU SATSUMA RUM LIQUEUR,324.75,7464.92
CRUZ DEL SOL SILVER,324.75,16350.08
MR. BOSTON PEPPERMINT SCHNAPPS(DNO),324.0,1458.0
PINNACLE BLUEBERRY VODKA,324.0,4962.24
JACK DANIELS GREEN LABEL(DNO),324.0,6479.88
BLUE CHAIR BAY WHITE RUM,324.0,6104.16
ICE SURGE TROPICAL FREEZE,323.25,5766.78
MIDNIGHT MOON APPLE PIE W DRINKING JAR,321.75,7400.25
BONNIE ROSE ORANGE PEEL,321.3,6590.7
PARROT BAY TROPICAL RUM PUNCH,320.1,2845.08
PEPE LOPEZ GOLD,319.5,4792.5
JUNIPERO GIN,319.5,12876.06
PATRON ROCA SILVER,318.0,22351.52
BUFFALO TRACE BOURBON CREAM HA,317.25,6598.8
BURNETT'S ORANGE VODKA,316.5,3046.08
MIDNIGHT MOON RASPBERRY,315.75,7158.25
ZAYA RUM,315.0,10495.8
HAKUSHU 12YR HA,315.0,29304.36
COURVOISIER VS W FLASK,315.0,9022.05
HPNOTIQ W 2 TRENDY ROCK GLASSES,315.0,6195.0
SABROSO,315.0,2946.72
PUEBLO VIEJO REPOSADO,315.0,6930.0
HENNESSY XO COGNAC,314.25,62845.81
LADY BLIGH BUTTER RUM,313.0,3405.44
HOLSTEIN COCONUT RUM,312.0,6298.24
ABSOLUT CITRON,309.0,7658.78
SHAKER'S AMERICAN VODKA,309.0,3193.05
DEKUYPER AMARETTO,309.0,3435.96
BIRD DOG JALAPENO HONEY,307.5,6150.0
PRICHARD'S DOUBLE BARRELED,306.75,19137.11
PENDLETON LIMITED EDITION WNP15,306.75,8036.85
